FPAngleAtPKAM1,FPAngleAverage,KAMImpulse,KneeAbdAngleAverage,LimbPGRF1,LimbPGRF2,PKAM1,PKAM2,PKEM,PKFM,TLAngleAtPKAM1,Speed,Stride_Length_Mean,Stride_Width_Mean,Condition,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Limb_Dominant,Limb_NonDominant
-1.2252448,-1.8883782,0.0654614,4.3967339999999995,1.2283920000000002,1.0889223999999997,0.2048286,0.15051040000000002,0.3048868,0.15130239999999998,3.4241937999999994,1.16018,1.2901639999999999,0.094088,Narrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-3.6953808,-4.167319600000001,0.06591179999999999,3.6681712,1.1296418,1.1055066,0.2806898,0.13635139999999998,0.1246286,0.16996899999999998,-0.8715995999999999,1.318408,1.299998,0.106546,Narrow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-2.9599956,-3.3275964,0.054800399999999985,0.8520284,1.038677,1.0212072,0.12194019999999997,0.15542599999999998,0.2172646,0.0416344,2.3717298,1.0471939999999995,1.2268899999999998,0.08503000000000001,Narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4762296000000001,-0.22622579999999998,0.0386154,-0.7343306000000001,1.0254628,1.0707964,0.151628,0.07149839999999999,0.0320974,0.277697,4.4171082,0.8523280000000001,1.264548,0.11598199999999999,Narrow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-6.1388668,-6.0975956,0.048745800000000006,1.5869898,1.1469684,1.1181294,0.1865466,0.11753319999999998,0.2785838,0.1023238,5.2555938,1.1598959999999998,1.210524,0.072366,Narrow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-3.1364382,-4.0818005999999984,0.1478672,7.4897136,1.0133602000000002,1.0892282,0.2576544,0.204454,0.0746174,0.1863716,-0.10961299999999996,0.7597720000000001,1.0728760000000002,0.14288800000000001,Narrow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-7.7937672000000005,-8.1870322,0.1632924,8.797074400000001,1.069021,1.0561143999999998,0.3751006,0.282923,0.1411666,0.18305120000000005,-4.0076998,0.9274879999999999,1.0423460000000002,0.099482,Narrow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-2.3284654,-1.9149754,0.0656896,-3.6458527999999997,1.0836938,1.1501184,0.2138904,0.12918819999999998,0.2514028,0.1609846,-4.2570630000000005,1.312824,1.457052,0.058810000000000015,Narrow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.6057134,-1.059557,0.10620439999999999,4.700585599999998,1.2080798,1.1178895999999998,0.32170920000000003,0.25126020000000004,0.26698940000000004,0.104671,3.8390642,1.2915499999999998,1.43615,0.097518,Narrow,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.1308587999999995,0.3479822,0.1208812,2.9347372000000003,1.0919233999999998,1.0556496000000002,0.2955012,0.2280748,0.0913638,0.18762920000000002,2.8805947999999995,1.1035720000000002,1.3861599999999998,0.07880000000000001,Narrow,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-6.495732799999999,-6.6257492,0.0807,2.3219235999999994,0.8875200000000001,0.9355389999999999,0.1435152,0.15544280000000002,0.17494500000000002,0.0937532,3.6794594,0.915176,1.2207,0.11561,Narrow,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-2.6842082,-3.2204527999999994,0.0977474,0.4106215999999999,1.0233405999999998,1.0261472,0.2179238,0.17544040000000002,0.2498922,0.0436162,3.9608226,0.8522659999999999,1.0758,0.09711,Narrow,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-9.794254400000002,-9.6724794,0.07074899999999999,1.5583956,1.1085382,1.0410866,0.2608998,0.1237346,0.2238126,0.024247400000000002,0.3895132,1.23321,1.240892,0.11210999999999999,Narrow,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
