FPAngleAtPKAM1,FPAngleAverage,KAMImpulse,KneeAbdAngleAverage,LimbPGRF1,LimbPGRF2,PKAM1,PKAM2,PKEM,PKFM,TLAngleAtPKAM1,Speed,Stride_Length_Mean,Stride_Width_Mean,Condition,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Limb_Dominant,Limb_NonDominant
-6.0308046,-6.931640399999999,0.0680948,4.7109087999999995,1.2210626,1.1495918,0.2042276,0.1617014,0.3837432,0.15185220000000002,4.302735799999999,1.19064,1.335016,0.163182,Normal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-8.4608504,-9.451658599999998,0.047456599999999995,3.4986779999999995,1.086087,1.1364888000000002,0.2957728000000001,0.0459174,0.16324260000000002,0.3111164,1.5056898,1.4890900000000002,1.488724,0.17426,Normal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-11.5436304,-12.223204199999998,0.0458348,0.8854367999999999,1.101308,1.0838740000000002,0.1225704,0.11593060000000001,0.33259740000000004,0.0332896,1.4824778,1.1919440000000001,1.3344479999999996,0.08972999999999999,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-3.042751,-3.9154177999999993,0.0405384,-0.7648691999999999,1.1576094,1.19784,0.2449344,0.1122892,0.0424132,0.242897,4.6274264,1.277288,1.363584,0.152702,Normal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-11.7618302,-12.201656,0.047180599999999996,1.9765238,1.1667945999999998,1.1325308,0.23061839999999997,0.07550680000000001,0.28874120000000003,0.13717220000000002,4.642181400000001,1.257706,1.263516,0.08833200000000001,Normal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-9.738418800000002,-10.5622426,0.0954578,8.123168799999998,1.0314142,1.1205396000000003,0.2473292,0.1417964,0.1808446,0.10463900000000001,1.2794633999999998,0.98344,1.2086299999999999,0.167216,Normal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-10.7431546,-11.2572814,0.17346180000000005,8.6832912,1.1046328,1.1144624,0.3972048,0.31081420000000004,0.2033782,0.17391500000000001,-3.698062,1.0029219999999999,1.1874299999999998,0.102064,Normal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-5.062872799999999,-4.8958205999999995,0.06109540000000001,-3.979711,1.2233792,1.2273615999999998,0.2516586,0.13917200000000002,0.42353,0.1882498,-2.8487591999999995,1.4520460000000002,1.5712119999999998,0.087522,Normal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-1.4459342000000002,-2.1268998000000003,0.0975544,4.5049456,1.2420648,1.1238628000000002,0.352772,0.238993,0.20035,0.165176,4.5297806000000005,1.454954,1.473294,0.120872,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-10.0578164,-10.409978,0.1125908,3.3908789999999995,1.210458,1.0891259999999998,0.4042206,0.1921562,0.2212854,0.14390899999999998,2.8284706,1.306632,1.48968,0.115634,Normal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-16.1012178,-16.7494452,0.0692946,3.000402,1.0175708,1.0008468,0.2463614,0.114149,0.307368,0.1113542,5.005946,1.2530459999999999,1.429282,0.129718,Normal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-7.933911799999999,-8.616534999999999,0.0810478,0.996993,1.1232643999999998,1.0859946000000003,0.2264,0.1462868,0.4177638,0.07191499999999999,3.7189864000000004,1.10858,1.305544,0.131484,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-13.8078662,-14.0844458,0.071637,1.4433236,1.1137678000000002,1.0766416,0.2739364,0.1236894,0.267113,0.0421552,2.2820124,1.2976880000000002,1.306278,0.176818,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-8.734367000000002,-8.825753600000002,0.0651812,-2.4674363999999995,1.1515988000000001,1.0670766,0.2301694,0.13177020000000003,0.5065242,0.0201644,0.7516056,1.1943780000000002,1.28731,0.180104,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-13.6337706,-14.261199,0.04726099999999999,4.575381200000001,1.2483516000000001,1.1801663999999998,0.3428314,0.0865,0.2677262,0.2532592,5.5068687999999995,1.313626,1.3403399999999999,0.137242,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-9.323662,-10.06247,0.07829820000000001,3.505393,0.9502328,1.078571,0.2519354,0.12503979999999998,0.0366268,0.12080799999999997,-3.192873,1.2147940000000002,1.2863539999999998,0.12725399999999998,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.82363,-1.4907404,0.06895520000000001,-0.6044062,1.1001246,1.0710738000000002,0.22722979999999998,0.13392320000000002,0.1997724,0.3330838,0.11997459999999995,1.19064,1.335016,0.163182,Normal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-5.399784,-6.623662399999999,0.076278,2.5461914,1.1102226,1.1007306000000001,0.28896740000000004,0.15660599999999994,0.3156498,0.27320359999999994,2.2867852,1.4890900000000002,1.488724,0.17426,Normal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-7.254088999999999,-7.737202400000001,0.1316062,4.3612046,1.0891176,1.0430176000000002,0.30186919999999995,0.2775742,0.3040366,0.0979278,2.8626192,1.1919440000000001,1.3344479999999996,0.08972999999999999,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.9863082,0.8233353999999998,0.0788332,-3.8799330000000003,1.0219662,1.1719528,0.2209756,0.2456106,0.046785,0.1810596,-2.5746316000000005,1.277288,1.363584,0.152702,Normal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-7.8449296,-8.397335400000001,0.07362460000000001,0.8130694,1.1192786,1.1238436,0.26813000000000003,0.16218040000000006,0.1703958,0.1887492,-4.1663862,1.257706,1.263516,0.08833200000000001,Normal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
